16082	NH3	0	10.5473	13393	1	0.00153876	-1.00062	-0.5
16083	NH3	0	10.5473	2	1	0.00153876	-1.00062	-0.5
16084	NH3	0	10.5473	2805	1	0.00153876	-1.00062	-0.5
16085	ET	0	10.5473	414421	1	0.000460466	-1.00062	-1.0
16086	ET	0	10.5473	200967	1	0.000460466	-1.00062	-1.0
16087	ET	N/A	10.5473	2	1	0.000460466	-1.00062	-1.0
16088	ET	N/A	10.5473	13081	1	0.000460466	-1.00062	-1.0
16089	ET	5	10.5473	1142161	1	0.000460466	-1.00062	-1.0
16090	ET	N/A	10.5473	12973	1	0.000460466	-1.00062	-1.0
16091	ET	N/A	10.5473	591	1	0.000460466	-1.00062	-1.0
16092	ET	N/A	10.5473	126	1	0.000460466	-1.00062	-1.0
16093	ET	N/A	10.5473	2	1	0.000460466	-1.00062	-1.0
16094	ET	N/A	10.5473	36	1	0.000460466	-1.00062	-1.0
16095	ET	N/A	10.5473	19485	1	0.000460466	-1.00062	-1.0
16096	C	1	10.5473	1582867	1	0.000460466	-1.00062	-1.0
16097	ET	1	10.5473	5002	1	0.000460466	-1.00062	-1.0
16098	C	1	10.5473	1036711	1	0.000460466	-1.00062	-1.0
16099	C	1	10.5473	213228	1	0.000460466	-1.00062	-1.0
16100	C	2	10.5473	2889153	1	0.000460466	-1.00062	-1.0
16101	C	3	10.5473	5041593	1	0.000460466	-1.00062	-1.0
16102	C	4	10.5473	4287707	1	0.000460466	-1.00062	-1.0
16103	C	4	10.5473	7407039	1	0.000460466	-1.00062	-1.0
16104	C	N/A	10.5473	2	1	0.000460466	-1.00062	-1.0
16105	C	N/A	10.5473	19427588	1	0.000460466	-1.00062	-1.0
16106	C	N/A	10.5473	8550307	1	0.000460466	-1.00062	-1.0
16107	C	N/A	10.5473	5132021	1	0.000460466	-1.00062	-1.0
16108	C	N/A	10.5473	2007694	1	0.000460466	-1.00062	-1.0
16109	C	4	10.5473	2021886	1	0.000460466	-1.00062	-1.0
16110	C	4	10.5473	2042638	1	0.000460466	-1.00062	-1.0
16111	C	4	10.5473	1515743	1	0.000460466	-1.00062	-1.0
16112	C	4	10.5473	2341889	1	0.000460466	-1.00062	-1.0
16113	C	4	10.5473	1803391	1	0.000460466	-1.00062	-1.0
16114	C	4	10.5473	1814412	1	0.000460466	-1.00062	-1.0
16115	C	4	10.5473	2117289	1	0.000460466	-1.00062	-1.0
16116	C	4	10.5473	2614801	1	0.000460466	-1.00062	-1.0
16117	C	4	10.5473	2027628	1	0.000460466	-1.00062	-1.0
16118	C	4	10.5473	3359	1	0.000460466	-1.00062	-1.0
16119	C	4	10.5473	2838142	1	0.000460466	-1.00062	-1.0
16120	C	4	10.5473	12550276	1	0.000460466	-1.00062	-1.0
16121	C	5	10.5473	20252	1	0.000460466	-1.00062	-1.0
16122	C	4	10.5473	24900362	1	0.000460466	-1.00062	-1.0
16123	C	4	10.5473	341684591	1	0.000460466	-1.00062	-1.0
16124	C	4	10.5473	34362238	1	0.000460466	-1.00062	-1.0
16125	C	4	10.5473	116578569	1	0.000460466	-1.00062	-1.0
16126	C	4	10.5473	1508736	1	0.000460466	-1.00062	-1.0
16127	C	4	10.5473	11107241	1	0.000460466	-1.00062	-1.0
16128	C	5	10.5473	50974237	1	0.000460466	-1.00062	-1.0
16129	C	5	10.5473	224	1	0.000460466	-1.00062	-1.0
16130	C	5	10.5473	1195	1	0.000460466	-1.00062	-1.0
16132	C	5	10.5473	28	1	0.000460466	-1.00062	-1.0
16133	C	5	10.5473	3713	1	0.000460466	-1.00062	-1.0
16134	C	5	10.5473	18796936	1	0.000460466	-1.00062	-1.0
16135	NH3	4	10.5473	106	1	0.607274	-1.00062	-1.0
16136	NH3	4	10.5473	37	1	0.6079	-1.00062	-1.0
16137	NH3	4	10.5473	100174518	1	0.61092	-1.00062	-1.0
16138	NH3	4	10.5473	100049276	1	0.63557	-1.00062	-1.0
16141	NH3	N/A	10.5473	15194	1	0.632315	-1.00062	-1.0
16142	NH3	4	10.5473	13489	1	0.632932	-1.00062	-1.0
16143	NH3	4	10.5473	2	1	0.632646	-1.00062	-1.0
16144	NH3	4	10.5473	50996670	1	0.632427	-1.00062	-1.0
16145	NH3	4	10.5473	50541466	1	0.628171	-1.00062	-1.0
16146	NH3	4	10.5473	32886965	1	0.62809	-1.00062	-1.0
16147	NH3	n/a	10.5473	219159	1	0.615852	-1.00062	-1.0
16148	NH3	4	10.5473	50341518	1	0.631997	-1.00062	-1.0
16151	NH3	N/A	10.5473	5826	1	0.645384	-1.00062	-1.0
16152	NH3	4	10.5473	8581068	1	-0.562388	-1.00062	-1.0
16153	NH3	4	10.5473	2	1	-0.563977	-1.00062	-1.0
16154	NH3	4	10.5473	2	1	-0.56799	-1.00062	-1.0
16155	NH3	4	10.5473	1571	1	-0.568537	-1.00062	-1.0
16156	NH3	4	10.5473	6887422	1	-0.566964	-1.00062	-1.0
16157	NH3	4	10.5473	23434531	1	-0.576714	-1.00062	-1.0
16158	NH3	4	10.5473	18545102	1	-0.578282	-1.00062	-1.0
16159	NH3	N/A	10.5473	1891	1	-0.592728	-1.00062	-1.0
16160	NH3	4	10.5473	1064	1	-0.590994	-1.00062	-1.0
16161	NH3	N/A	10.5473	764	1	-0.587704	-1.00062	-1.0
16162	NH3	4	10.5473	440004	1	-0.587135	-1.00062	-1.0
16163	NH3	4	10.5473	2	1	-0.583313	-1.00062	-1.0
16164	NH3	4	10.5473	1118903	1	-0.583341	-1.00062	-1.0
16165	NH3	N/A	10.5473	857	1	-0.586713	-1.00062	-1.0
16166	NH3	4	10.5473	12472966	1	-0.586642	-1.00062	-1.0
16167	NH3	4	10.5473	30842684	1	-0.578715	-1.00062	-1.0
16168	NH3	4	10.5473	2964365	1	-0.584052	-1.00062	-1.0
16169	NH3	4	10.5473	6111863	1	-0.585704	-1.00062	-1.0
16170	NH3	4	10.5473	50889077	1	-0.584437	-1.00062	-1.0
16171	NH3	4	10.5473	85502	1	-0.577855	-1.00062	-1.0
16174	NH3	4	10.5473	114783	1	-0.581266	-1.00062	-1.0
16178	NH3	4	10.5473	34371334	1	-0.576328	-1.00062	-1.0
16179	NH3	N/A	10.5473	298759	1	-0.342079	-1.00062	-1.0
16180	NH3	N/A	10.5473	2	1	-0.406443	-1.00062	-1.0
16181	NH3	N/A	10.5473	2	1	-0.415206	-1.00062	-1.0
16182	ET	N/A	10.5473	2251	1	-0.181077	-1.00062	-1.0
16184	ET	15	10.5473	8514895	1	-4.41344e-06	-1.00062	-1.0
16185	ET	15	10.5473	4781769	1	8.40051e-05	-1.00062	-1.0
